,Name,Position,Height,Weight,Academic,High School,Year,Sport,College,Hometown,State,College (in univeristy)
1060,J.J. Jones III,TE,6-2,240.0,So.,Merrill West,2018,football,Dartmouth,Tracy,california,
1061,Samuel Laurent,WR,6-3,190.0,So.,Xaverian Brothers,2018,football,Dartmouth,Attleboro,massachusetts,
1062,Holden Wilmsen,TE,6-4,240.0,So.,Saint Louis Priory School,2018,football,Dartmouth,St. Louis,missouri,
1063,Niko Lalos,DE,6-5,260.0,Jr.,St. Vincent-St. Mary,2018,football,Dartmouth,Akron,ohio,
1064,Tobi Adedara,DL,6-4,225.0,Fr.,St. Charles North,2018,football,Dartmouth,Elgin,illinois,
1065,Rocco Di Leo,DL,6-3,285.0,5th,St. Ignatius Prep,2018,football,Dartmouth,Elmhurst,illinois,
1066,Bobby Jefferson,DL,6-2,260.0,Fr.,St. Xavier,2018,football,Dartmouth,Cincinnati,ohio,
1067,Jackson Yost,DT,6-3,285.0,So.,Archbishop Murphy,2018,football,Dartmouth,Mill Creek,washington,
1068,J.J. Jefferies,TE,6-2,250.0,Sr.,Edison,2018,football,Dartmouth,Fresno,california,
1069,Seth Simmer,DT,6-4,285.0,Jr.,Harrison,2018,football,Dartmouth,Powder Springs,georgia,
1070,Jordan McGriff,DT,6-2,325.0,Jr.,Hun School,2018,football,Dartmouth,Willingboro,new jersey,
1071,Nate Boone,DE,6-1,235.0,So.,Penn HS,2018,football,Dartmouth,Mishawaka,indianna,
1072,David Chalmers,DT,6-4,300.0,Sr.,Tuscarora,2018,football,Dartmouth,Leesburg,virginia,
1073,T.A. Addison,DB,6-0,195.0,Jr.,Destrehan,2018,football,Dartmouth,New Orleans,louisiana,
1074,Chase Krivickas,LB,6-1,195.0,So.,Lexington Christian Academy,2018,football,Dartmouth,Winchester,massachusetts,
1075,Max Telemaque,DT,5-11,265.0,Fr.,St. Peter's Prep,2018,football,Dartmouth,Jersey City,new jersey,
1076,Hunter Hagdorn,WR,6-0,195.0,Sr.,Manvel,2019,football,Dartmouth,Manvel,texas,
1077,D.J. Avery,DB,5-9,185.0,Sr.,Douglas County,2019,football,Dartmouth,Douglasville,georgia,
1078,Isaiah Johnson,DB,6-3,200.0,So.,Detroit Country Day,2019,football,Dartmouth,Beverly Hills,michigan,
1079,Kellen Love,WR,6-2,185.0,Jr.,St. Ignatius,2019,football,Dartmouth,Chicago,illinois,
1080,Drew Estrada,WR,6-0,190.0,Sr.,Argyle,2019,football,Dartmouth,Argyle,texas,
1081,Jackson Perry,DL,6-2,280.0,5th,Bishop Gorman,2019,football,Dartmouth,Las Vegas,nevada,
1082,Connor Davis,PK,6-1,185.0,So.,Forest,2019,football,Dartmouth,Ocala,florida,
1083,DeWayne Terry Jr.,CB,6-1,205.0,Jr.,Gulliver Prep,2019,football,Dartmouth,Miami,florida,
1084,Ethan Maenza,WR,6-0,185.0,Jr.,North Allegheny Senior,2019,football,Dartmouth,Wexford,pennsylvania,
1085,Nigel Alexander,LB,6-1,225.0,Sr.,Dr. Phillips,2019,football,Dartmouth,Orlando,florida,
1086,Sam Koscho,S,5-11,175.0,Fr.,Cardinal Mooney,2019,football,Dartmouth,Sarasota,florida,
1087,Zack Milko,QB,6-4,215.0,Fr.,West Milford,2019,football,Dartmouth,West Milford,new jersey,
1088,Jake Allen,QB,6-1,205.0,So.,St. Thomas Aquinas,2019,football,Dartmouth,Fort Lauderdale,florida,
1089,Derek Kyler,QB,6-0,180.0,Jr.,DeKalb,2019,football,Dartmouth,DeKalb,illinois,
1090,Jared Gerbino,QB,6-4,230.0,Sr.,Rush Henrietta,2019,football,Dartmouth,Rush,new york,
1091,Max McIntosh,DB,5-8,170.0,So.,St. Peter's Prep,2019,football,Dartmouth,Jersey City,new jersey,
1092,Tyron Herring,S,6-1,195.0,Fr.,Deerfield Beach,2019,football,Dartmouth,Delray Beach,florida,
1093,Gavin Muir,QB,6-2,210.0,Fr.,Greenwich,2019,football,Dartmouth,Greenwich,connecticut,
1094,Dylan Cadwallader,QB,6-2,170.0,Fr.,Prestonwood Christian,2019,football,Dartmouth,Frisco,texas,
1095,Jack Sheridan,LB,6-1,215.0,Fr.,Germantown Academy,2019,football,Dartmouth,Blue Bell,pennsylvania,
1096,Nick Howard,QB,6-2,220.0,Fr.,Southwest,2019,football,Dartmouth,Green Bay,wisconsin,
1097,Jake Pallotta,QB,6-0,205.0,Sr.,Jackson,2019,football,Dartmouth,Canton,ohio,
1098,Davis Brief,P,6-1,180.0,Sr.,Warwick Valley Central,2019,football,Dartmouth,Warwick,new york,
1099,Patrick Wright,LB,6-2,200.0,Fr.,The Walker School,2019,football,Dartmouth,Marietta,georgia,
1100,Ryan Roegge,DB,6-2,195.0,Sr.,George Walton Comprehensive,2019,football,Dartmouth,Marietta,georgia,
1101,Noah Roper,RB,6-0,195.0,Fr.,Erie,2019,football,Dartmouth,Erie,colorado,
1102,Robbie Mangas,TE,6-4,250.0,So.,Gonzaga College HS,2019,football,Dartmouth,Chantilly,virginia,
1103,Zack Bair,RB,5-10,195.0,So.,Red Bank Catholic,2019,football,Dartmouth,Rumson,new jersey,
1104,Seamus O'Connell,WR,6-2,175.0,Fr.,Father Ryan,2019,football,Dartmouth,Nashville,tennessee,
1105,Darren Stanley,CB,5-10,185.0,Jr.,Conway,2019,football,Dartmouth,Conway,south carolina,
1106,Niko Mermigas,S,5-11,200.0,Jr.,North Allegheny Senior,2019,football,Dartmouth,Wexford,pennsylvania,
1107,Cameron Baller,K/P,6-4,185.0,Fr.,Liberty Christian,2019,football,Dartmouth,Argyle,texas,
1108,Isiah Swann,CB,6-0,195.0,Sr.,Chandler,2019,football,Dartmouth,Queen Creek,arizona,
1109,Seth Verilus,DB,6-1,185.0,Fr.,Dwyer,2019,football,Dartmouth,Riviera Beach,florida,
1110,Robert Crockett III,DB,5-8,150.0,So.,Christopher Columbus,2019,football,Dartmouth,Miami,florida,
1111,Ben Montgomery,DB,6-1,200.0,Fr.,Taylor,2019,football,Dartmouth,Houston,texas,
1112,Landon McDermott,DB,6-0,200.0,So.,Lovejoy,2019,football,Dartmouth,Fairview,texas,
1113,Mac Battle,LB,6-1,215.0,Jr.,Hazel Green,2019,football,Dartmouth,Meridianville,alaska,
1114,Ryan Bloch,K/P,5-9,180.0,Fr.,Barron Collier,2019,football,Dartmouth,Naples,florida,
1115,Caylin Parker,RB,5-11,215.0,Sr.,Belle Chasse,2019,football,Dartmouth,Belle Chasse,louisiana,
1116,Carson Reich,LB,6-3,235.0,So.,The Woodlands,2019,football,Dartmouth,Spring,texas,
1117,Naeem Morgan,LB,6-2,235.0,Jr.,Middlesex,2019,football,Dartmouth,Middlesex,new jersey,
1118,Quinten Arello,S,6-1,190.0,Fr.,Staley,2019,football,Dartmouth,Kansas City,missouri,
1119,Josh Greene,LS,5-11,240.0,Fr.,The Benjamin School,2019,football,Dartmouth,Palm Beach Gardens,florida,
1120,John Pupel,DB,6-1,200.0,So.,Traverse City,2019,football,Dartmouth,Traverse City,michigan,
1121,Dakari Falconer,RB,5-10,200.0,Jr.,St. Peter's Prep,2019,football,Dartmouth,Somerset,new jersey,
1122,Josh Betts,DB,6-1,190.0,So.,Manatee,2019,football,Dartmouth,Bradenton,florida,
1123,Keegan McHugh,RB,6-2,200.0,So.,Bel Air,2019,football,Dartmouth,Forest Hill,maryland,
1124,Vito Penza,RB,6-2,230.0,5th,Ursuline,2019,football,Dartmouth,Youngstown,ohio,
1125,R.J. Brandon,WR,6-2,180.0,So.,Canisius HS,2019,football,Dartmouth,Williamsville,new york,
1126,Seth Walter,DE,6-3,255.0,Jr.,Manatee,2019,football,Dartmouth,Longboat Key,florida,
1127,Joe Kramer,TE,6-5,235.0,So.,Westwood,2019,football,Dartmouth,Westwood,new jersey,
1128,Connor Rempel,TE,6-4,245.0,Sr.,Shore Regional,2019,football,Dartmouth,Monmouth Beach,new jersey,
1129,Zion Carter,TE,6-6,240.0,Fr.,Berkeley Prep,2019,football,Dartmouth,Odessa,florida,
1130,Marques White,LB,6-2,210.0,Fr.,Brophy Prep,2019,football,Dartmouth,Glendale,arizona,
1131,Caleb Martin,LB,6-1,235.0,Jr.,Wayne County/Taft School (Conn.),2019,football,Dartmouth,Jesup,georgia,
